Idx,E,E_pred
5,4.0708,12.956540458870307
39,7.91465,11.569818302564688
38,14.78426,14.636045909236344
45,11.17575,11.256066102356726
47,8.6486,12.289932367356386
4,18.18846,20.343799824049643
48,8.62333,11.076951490342605
18,11.24722,10.53594368160687
